,x,y,z,radii,Pseudomonas,Stenotrophomonas,Unclassified Xanthomonadaceae,Staphylococcus,Cloacibacterium,Unclassified Comamonadaceae,Bacteroides,Unclassified Pseudomonadaceae,Acinetobacter,Bacillus,Corynebacterium,Hylemonella,Unclassified Streptophyta,Enterococcus,Faecalibacterium,Unclassified Ruminococcaceae,Dechloromonas,Unclassified S24-7,Unclassified Clostridiales,Unclassified Enterobacteriaceae,Erwinia,Enhydrobacter,Parabacteroides,Comamonas,Clostridium,Akkermansia,Prevotella,Micrococcus,Ruminococcus,Unclassified Microbacteriaceae,Diaphorobacter,Unclassified Halomonadaceae,Paraprevotella,Thermicanus,Dorea,Halomonas,Unclassified Lachnospiraceae,Bradyrhizobium,Bifidobacterium,Unclassified Gemellales,Sutterella,Desulfovibrio,Unclassified ML615J-28
4A7,196.257271,-141.773107,177.793755,20,0,0.929113924,0.064135021,0.006751055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A9,225.78462,-198.806978,177.793755,20,0.000843882,0.944303797,0.051476793,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A11,228.314691,-115.68447,229.403382,20,0.001687764,0.925738397,0.05907173,0.010970464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A12,250.094273,-136.908171,229.403382,20,0.000843882,0.930801688,0.054008439,0.008438819,0,0.000843882,0,0,0,0,0,0,0.001687764,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002531646,0,0,0,0,0
4B1,269.451514,-165.11082,229.403382,20,0,0.773839662,0.055696203,0.057383966,0.057383966,0.026160338,0,0.001687764,0.011814346,0,0,0.005063291,0,0,0,0,0.000843882,0.000843882,0,0,0,0.003375527,0,0.003375527,0,0,0.000843882,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0
4B4,217.906679,-236.804025,229.403382,20,0.000843882,0.909704641,0.079324895,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0.001687764,0,0,0,0.000843882,0,0,0,0,0.003375527,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0
4B7,221.28897,-166.625171,229.403382,20,0.001687764,0.926582278,0.069198312,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B8,217.032443,-203.018544,229.403382,20,0.002531646,0.933333333,0.055696203,0.005063291,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0
4B10,168.015495,-231.841048,229.403382,20,0,0.942616034,0.043037975,0.0092827,0,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0.000843882,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B11,222.157812,-135.109976,283.590152,20,0.003375527,0.902109705,0.07257384,0.020253165,0.000843882,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4B12,245.005732,-145.521995,283.590152,20,0.000843882,0.870886076,0.080168776,0.042194093,0,0.003375527,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C1,263.098852,-167.682427,283.590152,20,0.001687764,0.869198312,0.062447257,0.034599156,0.011814346,0.008438819,0,0.000843882,0.003375527,0,0,0.000843882,0,0,0,0,0,0.000843882,0,0.000843882,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003375527,0,0,0,0
4C2,254.713148,-191.440881,283.590152,20,0.010970464,0.886919831,0.064978903,0.012658228,0.010126582,0.007594937,0.002531646,0,0.001687764,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0
4C3,234.551847,-202.749944,283.590152,20,0.001687764,0.916455696,0.064135021,0.017721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C4,198.791631,-151.710928,283.590152,20,0.000843882,0.886075949,0.06835443,0.037974684,0,0.000843882,0,0,0.000843882,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003375527,0,0,0,0,0,0
4C5,217.810464,-155.723874,283.590152,20,0.004219409,0.908860759,0.060759494,0.021097046,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002531646,0,0,0,0
4C6,225.285964,-168.388357,283.590152,20,0.001687764,0.914767932,0.058227848,0.023628692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0
4C7,223.124878,-181.633218,283.590152,20,0.002531646,0.878481013,0.067510549,0.050632911,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4C8,216.12753,-192.566761,283.590152,20,0.000843882,0.929113924,0.055696203,0.01350211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0
4C9,208.835643,-206.100347,283.590152,20,0.005907173,0.932489451,0.041350211,0.01350211,0.000843882,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
