,x,y,z,radii,Pseudomonas,Stenotrophomonas,Unclassified Xanthomonadaceae,Staphylococcus,Cloacibacterium,Unclassified Comamonadaceae,Bacteroides,Unclassified Pseudomonadaceae,Acinetobacter,Bacillus,Corynebacterium,Hylemonella,Unclassified Streptophyta,Enterococcus,Faecalibacterium,Unclassified Ruminococcaceae,Dechloromonas,Unclassified S24-7,Unclassified Clostridiales,Unclassified Enterobacteriaceae,Erwinia,Enhydrobacter,Parabacteroides,Comamonas,Clostridium,Akkermansia,Prevotella,Micrococcus,Ruminococcus,Unclassified Microbacteriaceae,Diaphorobacter,Unclassified Halomonadaceae,Paraprevotella,Thermicanus,Dorea,Halomonas,Unclassified Lachnospiraceae,Bradyrhizobium,Bifidobacterium,Unclassified Gemellales,Sutterella,Desulfovibrio,Unclassified ML615J-28
2C7,129.88307,-163.614411,282.225877,20,0.998312236,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C8,114.725705,-150.133094,282.225877,20,0.994936709,0,0,0,0,0.001687764,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C9,146.448302,-231.126455,282.225877,20,0.996624473,0,0,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C10,122.691127,-203.752698,282.225877,20,0.998312236,0,0.000843882,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C12,109.134953,-178.475766,282.225877,20,0.993248945,0.001687764,0,0,0,0,0,0.005063291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D1,94.575349,-169.001941,282.225877,20,0.998312236,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D2,176.194344,-170.087314,241.353918,20,0.994936709,0,0.000843882,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D3,183.086738,-243.916066,241.353918,20,0.997468354,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D4,152.205201,-217.689469,241.353918,20,0.997468354,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D6,141.040158,-165.844011,241.353918,20,0.997468354,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D8,166.035038,-259.874908,241.353918,20,0.991561181,0,0.000843882,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D9,141.331359,-226.16153,241.353918,20,0.995780591,0.000843882,0,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D10,125.850204,-198.554627,241.353918,20,0.001687764,0.09535865,0.002531646,0,0.55443038,0,0.000843882,0,0,0.225316456,0.091139241,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0.027848101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D11,102.404099,-165.275504,241.353918,20,0.994092827,0.000843882,0,0,0,0,0,0.005063291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2D12,130.17398,-241.425787,241.353918,20,0.996624473,0.000843882,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+01,101.149371,-221.620429,241.353918,20,0.993248945,0.001687764,0.000843882,0.000843882,0.001687764,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+02,86.804234,-201.429933,241.353918,20,0.992405063,0.002531646,0,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+03,176.43246,-246.177829,196.42721,20,0.998312236,0.000843882,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+04,137.809968,-216.421931,196.42721,20,0.993248945,0.002531646,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+05,137.563537,-173.789383,196.42721,20,0.998312236,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+06,154.24103,-139.687754,196.42721,20,0.997468354,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+07,134.448375,-255.533176,196.42721,20,0.997468354,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+08,94.80827,-230.30706,196.42721,20,0.997468354,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+09,87.852671,-176.101673,196.42721,20,0.997468354,0.001687764,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+10,111.840436,-129.499848,196.42721,20,0.969620253,0.002531646,0,0.001687764,0.008438819,0.001687764,0,0.011814346,0,0.003375527,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00E+11,146.656183,-226.620105,150.726744,20,0.989873418,0,0,0,0.000843882,0.000843882,0.000843882,0.003375527,0,0.000843882,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0
2F1,156.724934,-170.693983,150.726744,20,0.9907173,0.001687764,0,0,0.000843882,0.001687764,0,0.002531646,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F2,152.916768,-124.82723,150.726744,20,0.996624473,0.001687764,0,0,0,0,0,0.000843882,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F3,147.153945,-260.739357,150.726744,20,0.998312236,0.000843882,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F4,120.008035,-223.787626,150.726744,20,0.994936709,0.000843882,0.002531646,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F5,113.465285,-183.467465,150.726744,20,0.996624473,0.000843882,0,0,0,0,0,0.001687764,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F6,115.269256,-120.557714,150.726744,20,0.999156118,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F8,89.982957,-225.871986,150.726744,20,0.995780591,0,0,0,0,0.000843882,0,0.002531646,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F9,86.089352,-175.13476,150.726744,20,0.991561181,0.001687764,0.000843882,0,0,0.000843882,0,0.000843882,0,0.001687764,0,0,0,0,0,0,0.001687764,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F11,150.502398,-223.062941,111.472559,20,0.993248945,0.000843882,0,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0.000843882,0,0,0,0,0
2F12,157.149095,-180.443367,111.472559,20,0.995780591,0,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G1,165.201967,-145.316879,111.472559,20,0.989873418,0.000843882,0.000843882,0,0.003375527,0.002531646,0,0.000843882,0.000843882,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G2,135.691384,-243.462269,111.472559,20,0.994092827,0.001687764,0,0.000843882,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G3,119.890269,-199.352744,111.472559,20,0.991561181,0.004219409,0,0,0,0.000843882,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G4,115.333316,-164.369883,111.472559,20,0.995780591,0,0.000843882,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G5,125.595611,-114.589154,111.472559,20,0.995780591,0,0,0,0,0,0,0.002531646,0,0,0,0,0,0,0,0,0,0.000843882,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G6,125.144529,-260.041394,111.472559,20,0.992405063,0,0,0.001687764,0,0,0,0.002531646,0,0,0,0,0.002531646,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G7,97.001541,-244.970107,111.472559,20,0.732489451,0,0.001687764,0.002531646,0.032067511,0.006751055,0,0.002531646,0,0.037974684,0.032067511,0,0.001687764,0.087763713,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0.000843882,0,0,0.033755274,0,0,0,0.025316456,0,0,0,0,0.000843882,0,0,0,0
2G8,76.747739,-196.529389,111.472559,20,0.988185654,0.002531646,0,0.002531646,0.003375527,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0.000843882,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0
2G9,78.125793,-142.991885,111.472559,20,0.994092827,0.004219409,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2G11,109.595879,-234.011007,64.497548,20,0.98649789,0,0,0,0.001687764,0.008438819,0.000843882,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0
2H2,178.649029,-170.219344,64.497548,20,0.962025316,0.000843882,0.002531646,0,0.003375527,0.000843882,0,0.003375527,0,0.000843882,0,0,0.021940928,0,0,0,0,0.002531646,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0
2H3,84.763386,-219.706129,64.497548,20,0.973839662,0.000843882,0.000843882,0,0.002531646,0.007594937,0.001687764,0.000843882,0,0.003375527,0,0,0,0,0,0,0.004219409,0.000843882,0,0,0,0,0,0,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2H5,145.370813,-132.399502,64.497548,20,0.999156118,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2H6,67.705074,-199.12664,64.497548,20,0.993248945,0,0,0.000843882,0,0.000843882,0,0.002531646,0.001687764,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2H7,65.267859,-148.669252,64.497548,20,0.870886076,0,0,0.124894515,0,0,0,0.003375527,0,0,0,0,0,0,0,0,0,0.000843882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2H10,94.971391,-117.644974,23.772344,20,0.987341772,0.000843882,0,0,0,0.002531646,0,0.007594937,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
